"date","coin_name","market_cap","market_share_percent"
2016-05-14,Bitcoin,7083394048,89.36
2016-05-14,Dogecoin,24145166,0.30
2016-05-14,Ethereum,819487232,10.34
2016-05-15,Bitcoin,7114461696,89.65
2016-05-15,Dogecoin,24094648,0.30
2016-05-15,Ethereum,797607872,10.05
2016-05-16,Bitcoin,7063120384,88.49
2016-05-16,Dogecoin,23899556,0.30
2016-05-16,Ethereum,894750976,11.21
2016-05-17,Bitcoin,7058821632,87.58
2016-05-17,Dogecoin,23597336,0.29
2016-05-17,Ethereum,977439936,12.13
2016-05-18,Bitcoin,7073564672,86.43
2016-05-18,Dogecoin,23797084,0.29
2016-05-18,Ethereum,1086834944,13.28
2016-05-19,Bitcoin,6827425280,84.97
2016-05-19,Dogecoin,23504368,0.29
2016-05-19,Ethereum,1184385792,14.74
2016-05-20,Bitcoin,6890716672,86.04
2016-05-20,Dogecoin,23791932,0.30
2016-05-20,Ethereum,1093879424,13.66
2016-05-21,Bitcoin,6900237824,85.73
2016-05-21,Dogecoin,23645264,0.29
2016-05-21,Ethereum,1124761600,13.97
2016-05-22,Bitcoin,6842082304,85.39
2016-05-22,Dogecoin,23430312,0.29
2016-05-22,Ethereum,1146979456,14.31
2016-05-23,Bitcoin,6919346176,86.23
2016-05-23,Dogecoin,23516070,0.29
2016-05-23,Ethereum,1081207296,13.47
2016-05-24,Bitcoin,6949431808,86.91
2016-05-24,Dogecoin,23427874,0.29
2016-05-24,Ethereum,1023046528,12.79
2016-05-25,Bitcoin,7007360000,87.18
2016-05-25,Dogecoin,23434950,0.29
2016-05-25,Ethereum,1006875584,12.53
2016-05-26,Bitcoin,7067871232,87.35
2016-05-26,Dogecoin,23838700,0.29
2016-05-26,Ethereum,999589696,12.35
2016-05-27,Bitcoin,7382558208,88.78
2016-05-27,Dogecoin,24009850,0.29
2016-05-27,Ethereum,908715648,10.93
2016-05-28,Bitcoin,8266477568,89.38
2016-05-28,Dogecoin,24750004,0.27
2016-05-28,Ethereum,957134592,10.35
2016-05-29,Bitcoin,8209050624,88.96
2016-05-29,Dogecoin,24869504,0.27
2016-05-29,Ethereum,994349376,10.78
2016-05-30,Bitcoin,8329999872,88.81
2016-05-30,Dogecoin,24926006,0.27
2016-05-30,Ethereum,1024940352,10.93
2016-05-31,Bitcoin,8293035520,87.74
2016-05-31,Dogecoin,24183048,0.26
2016-05-31,Ethereum,1134278912,12.00
2016-06-01,Bitcoin,8381321216,87.91
2016-06-01,Dogecoin,24426564,0.26
2016-06-01,Ethereum,1128621312,11.84
2016-06-02,Bitcoin,8399599104,88.12
2016-06-02,Dogecoin,24103582,0.25
2016-06-02,Ethereum,1107823616,11.62
2016-06-03,Bitcoin,8889102336,88.62
2016-06-03,Dogecoin,24889936,0.25
2016-06-03,Ethereum,1117035904,11.14
2016-06-04,Bitcoin,8945981440,88.75
2016-06-04,Dogecoin,24747174,0.25
2016-06-04,Ethereum,1108902272,11.00
2016-06-05,Bitcoin,8983556096,88.63
2016-06-05,Dogecoin,24756834,0.24
2016-06-05,Ethereum,1128276608,11.13
2016-06-06,Bitcoin,9151021056,88.84
2016-06-06,Dogecoin,24646842,0.24
2016-06-06,Ethereum,1125426048,10.93
2016-06-07,Bitcoin,9013335040,88.27
2016-06-07,Dogecoin,25070404,0.25
2016-06-07,Ethereum,1172565120,11.48
2016-06-08,Bitcoin,9094353920,88.42
2016-06-08,Dogecoin,25712346,0.25
2016-06-08,Ethereum,1165411456,11.33
2016-06-09,Bitcoin,8987040768,88.29
2016-06-09,Dogecoin,27772490,0.27
2016-06-09,Ethereum,1164331136,11.44
2016-06-10,Bitcoin,9033522176,88.69
2016-06-10,Dogecoin,27269930,0.27
2016-06-10,Ethereum,1125141760,11.05
2016-06-11,Bitcoin,9493578752,88.99
2016-06-11,Dogecoin,26465644,0.25
2016-06-11,Ethereum,1148494848,10.77
2016-06-12,Bitcoin,10529625088,88.99
2016-06-12,Dogecoin,28298546,0.24
2016-06-12,Ethereum,1274609664,10.77
2016-06-13,Bitcoin,11026918400,88.33
2016-06-13,Dogecoin,31195670,0.25
2016-06-13,Ethereum,1425681024,11.42
2016-06-14,Bitcoin,10734585856,87.28
2016-06-14,Dogecoin,33492852,0.27
2016-06-14,Ethereum,1530808960,12.45
2016-06-15,Bitcoin,10876755968,87.74
2016-06-15,Dogecoin,32751042,0.26
2016-06-15,Ethereum,1487730432,12.00
2016-06-16,Bitcoin,12004751360,87.57
2016-06-16,Dogecoin,35067088,0.26
2016-06-16,Ethereum,1669490432,12.18
2016-06-17,Bitcoin,11734973440,90.16
2016-06-17,Dogecoin,33657260,0.26
2016-06-17,Ethereum,1247381888,9.58
2016-06-18,Bitcoin,11852610560,92.55
2016-06-18,Dogecoin,33996988,0.27
2016-06-18,Ethereum,919553152,7.18
2016-06-19,Bitcoin,11974386688,92.09
2016-06-19,Dogecoin,35437220,0.27
2016-06-19,Ethereum,993283648,7.64
2016-06-20,Bitcoin,11561085952,92.07
2016-06-20,Dogecoin,33886192,0.27
2016-06-20,Ethereum,961613952,7.66
2016-06-21,Bitcoin,10456853504,90.38
2016-06-21,Dogecoin,32214518,0.28
2016-06-21,Ethereum,1081206528,9.34
2016-06-22,Bitcoin,9352374272,89.54
2016-06-22,Dogecoin,27865292,0.27
2016-06-22,Ethereum,1064441472,10.19
2016-06-23,Bitcoin,9791649792,89.56
2016-06-23,Dogecoin,29357682,0.27
2016-06-23,Ethereum,1112111616,10.17
2016-06-24,Bitcoin,10442233856,89.73
2016-06-24,Dogecoin,29512590,0.25
2016-06-24,Ethereum,1165908864,10.02
2016-06-25,Bitcoin,10442165248,89.75
2016-06-25,Dogecoin,29756220,0.26
2016-06-25,Ethereum,1162367744,9.99
2016-06-26,Bitcoin,9883122688,89.52
2016-06-26,Dogecoin,29890362,0.27
2016-06-26,Ethereum,1127593088,10.21
2016-06-27,Bitcoin,10292371456,89.86
2016-06-27,Dogecoin,30227874,0.26
2016-06-27,Ethereum,1130782720,9.87
2016-06-28,Bitcoin,10164806656,90.85
2016-06-28,Dogecoin,31621230,0.28
2016-06-28,Ethereum,992040064,8.87
2016-06-29,Bitcoin,10055422976,90.47
2016-06-29,Dogecoin,31053958,0.28
2016-06-29,Ethereum,1027934144,9.25
2016-06-30,Bitcoin,10583527424,90.99
2016-06-30,Dogecoin,31941862,0.27
2016-06-30,Ethereum,1016130560,8.74
2016-07-01,Bitcoin,10632675328,91.19
2016-07-01,Dogecoin,31711908,0.27
2016-07-01,Ethereum,995164416,8.54
2016-07-02,Bitcoin,11066171392,91.55
2016-07-02,Dogecoin,32158910,0.27
2016-07-02,Ethereum,989751680,8.19
2016-07-03,Bitcoin,10360455168,91.31
2016-07-03,Dogecoin,29637410,0.26
2016-07-03,Ethereum,956816000,8.43
2016-07-04,Bitcoin,10756225024,91.75
2016-07-04,Dogecoin,30390262,0.26
2016-07-04,Ethereum,936840384,7.99
2016-07-05,Bitcoin,10553589760,92.17
2016-07-05,Dogecoin,30186186,0.26
2016-07-05,Ethereum,866971648,7.57
2016-07-06,Bitcoin,10661460992,92.29
2016-07-06,Dogecoin,29807880,0.26
2016-07-06,Ethereum,860571456,7.45
2016-07-07,Bitcoin,10084880384,92.18
2016-07-07,Dogecoin,28852070,0.26
2016-07-07,Ethereum,826607168,7.56
2016-07-08,Bitcoin,10496037888,91.61
2016-07-08,Dogecoin,29155454,0.25
2016-07-08,Ethereum,932056896,8.14
2016-07-09,Bitcoin,10252979200,91.72
2016-07-09,Dogecoin,28409946,0.25
2016-07-09,Ethereum,897316480,8.03
2016-07-10,Bitcoin,10229002240,91.71
2016-07-10,Dogecoin,28604050,0.26
2016-07-10,Ethereum,896201856,8.03
2016-07-11,Bitcoin,10203318272,92.02
2016-07-11,Dogecoin,28053066,0.25
2016-07-11,Ethereum,856538048,7.72
2016-07-12,Bitcoin,10470578176,92.17
2016-07-12,Dogecoin,27914068,0.25
2016-07-12,Ethereum,861548352,7.58
2016-07-13,Bitcoin,10312716288,92.07
2016-07-13,Dogecoin,27605694,0.25
2016-07-13,Ethereum,860607744,7.68
2016-07-14,Bitcoin,10370714624,91.43
2016-07-14,Dogecoin,27562656,0.24
2016-07-14,Ethereum,943973568,8.32
2016-07-15,Bitcoin,10453382144,91.20
2016-07-15,Dogecoin,27774110,0.24
2016-07-15,Ethereum,980299520,8.55
2016-07-16,Bitcoin,10415414272,91.37
2016-07-16,Dogecoin,27570842,0.24
2016-07-16,Ethereum,956165952,8.39
2016-07-17,Bitcoin,10711263232,91.90
2016-07-17,Dogecoin,27676728,0.24
2016-07-17,Ethereum,915977472,7.86
2016-07-18,Bitcoin,10612299776,91.92
2016-07-18,Dogecoin,26552996,0.23
2016-07-18,Ethereum,906133056,7.85
2016-07-19,Bitcoin,10609525760,91.54
2016-07-19,Dogecoin,25795840,0.22
2016-07-19,Ethereum,954516800,8.24
2016-07-20,Bitcoin,10497527808,90.92
2016-07-20,Dogecoin,25629902,0.22
2016-07-20,Ethereum,1023222592,8.86
2016-07-21,Bitcoin,10487975936,90.78
2016-07-21,Dogecoin,24996554,0.22
2016-07-21,Ethereum,1040082112,9.00
2016-07-22,Bitcoin,10261989376,89.29
2016-07-22,Dogecoin,24971330,0.22
2016-07-22,Ethereum,1205898368,10.49
2016-07-23,Bitcoin,10340882432,89.58
2016-07-23,Dogecoin,26392088,0.23
2016-07-23,Ethereum,1176571520,10.19
2016-07-24,Bitcoin,10432244736,90.65
2016-07-24,Dogecoin,26220814,0.23
2016-07-24,Ethereum,1049423552,9.12
2016-07-25,Bitcoin,10319877120,89.86
2016-07-25,Dogecoin,25849968,0.23
2016-07-25,Ethereum,1139304832,9.92
2016-07-26,Bitcoin,10284392448,91.03
2016-07-26,Dogecoin,25253906,0.22
2016-07-26,Ethereum,987619840,8.74
2016-07-27,Bitcoin,10325917696,90.42
2016-07-27,Dogecoin,24962986,0.22
2016-07-27,Ethereum,1069044544,9.36
2016-07-28,Bitcoin,10337748992,90.51
2016-07-28,Dogecoin,25076244,0.22
2016-07-28,Ethereum,1058813504,9.27
2016-07-29,Bitcoin,10369809408,90.57
2016-07-29,Dogecoin,25028620,0.22
2016-07-29,Ethereum,1055182400,9.22
2016-07-30,Bitcoin,10340044800,90.76
2016-07-30,Dogecoin,25146474,0.22
2016-07-30,Ethereum,1028064448,9.02
2016-07-31,Bitcoin,9861866496,90.76
2016-07-31,Dogecoin,24291484,0.22
2016-07-31,Ethereum,980174912,9.02
2016-08-01,Bitcoin,9572348928,91.17
2016-08-01,Dogecoin,23509716,0.22
2016-08-01,Ethereum,903408512,8.60
2016-08-02,Bitcoin,8644864000,92.04
2016-08-02,Dogecoin,21683042,0.23
2016-08-02,Ethereum,725809600,7.73
2016-08-03,Bitcoin,8944279552,91.11
2016-08-03,Dogecoin,22573028,0.23
2016-08-03,Ethereum,850578624,8.66
2016-08-04,Bitcoin,9133817856,90.71
2016-08-04,Dogecoin,22633986,0.22
2016-08-04,Ethereum,912823104,9.07
2016-08-05,Bitcoin,9083714560,90.74
2016-08-05,Dogecoin,22970240,0.23
2016-08-05,Ethereum,903471424,9.03
2016-08-06,Bitcoin,9286054912,90.95
2016-08-06,Dogecoin,24401224,0.24
2016-08-06,Ethereum,900151680,8.82
2016-08-07,Bitcoin,9364710400,90.96
2016-08-07,Dogecoin,27818992,0.27
2016-08-07,Ethereum,903026880,8.77
2016-08-08,Bitcoin,9339911168,90.71
2016-08-08,Dogecoin,24989484,0.24
2016-08-08,Ethereum,931013376,9.04
2016-08-09,Bitcoin,9289374720,89.94
2016-08-09,Dogecoin,24960568,0.24
2016-08-09,Ethereum,1014113088,9.82
2016-08-10,Bitcoin,9358441472,90.07
2016-08-10,Dogecoin,25191714,0.24
2016-08-10,Ethereum,1006130304,9.68
2016-08-11,Bitcoin,9312339968,90.36
2016-08-11,Dogecoin,24803096,0.24
2016-08-11,Ethereum,969030720,9.40
2016-08-12,Bitcoin,9288722432,90.26
2016-08-12,Dogecoin,25241970,0.25
2016-08-12,Ethereum,976670272,9.49
2016-08-13,Bitcoin,9258715136,90.38
2016-08-13,Dogecoin,25209672,0.25
2016-08-13,Ethereum,959859200,9.37
2016-08-14,Bitcoin,9020848128,90.43
2016-08-14,Dogecoin,25850682,0.26
2016-08-14,Ethereum,928985664,9.31
2016-08-15,Bitcoin,8970719232,90.37
2016-08-15,Dogecoin,25174764,0.25
2016-08-15,Ethereum,931307008,9.38
2016-08-16,Bitcoin,9132941312,90.56
2016-08-16,Dogecoin,27295794,0.27
2016-08-16,Ethereum,925130752,9.17
2016-08-17,Bitcoin,9066995712,90.79
2016-08-17,Dogecoin,26090124,0.26
2016-08-17,Ethereum,893343040,8.95
2016-08-18,Bitcoin,9085488128,90.80
2016-08-18,Dogecoin,26112450,0.26
2016-08-18,Ethereum,893970112,8.93
2016-08-19,Bitcoin,9107313664,90.84
2016-08-19,Dogecoin,24587920,0.25
2016-08-19,Ethereum,893697472,8.91
2016-08-20,Bitcoin,9204384768,90.55
2016-08-20,Dogecoin,25171148,0.25
2016-08-20,Ethereum,935523904,9.20
2016-08-21,Bitcoin,9199366144,90.60
2016-08-21,Dogecoin,24475340,0.24
2016-08-21,Ethereum,930217088,9.16
2016-08-22,Bitcoin,9286647808,90.72
2016-08-22,Dogecoin,24209422,0.24
2016-08-22,Ethereum,925725248,9.04
2016-08-23,Bitcoin,9234845696,90.74
2016-08-23,Dogecoin,24032040,0.24
2016-08-23,Ethereum,918563328,9.03
2016-08-24,Bitcoin,9184729088,90.68
2016-08-24,Dogecoin,24422190,0.24
2016-08-24,Ethereum,919368960,9.08
2016-08-25,Bitcoin,9147296768,90.41
2016-08-25,Dogecoin,24262144,0.24
2016-08-25,Ethereum,946508864,9.35
2016-08-26,Bitcoin,9178144768,90.48
2016-08-26,Dogecoin,24450610,0.24
2016-08-26,Ethereum,941701952,9.28
2016-08-27,Bitcoin,9025464320,90.44
2016-08-27,Dogecoin,23707754,0.24
2016-08-27,Ethereum,929789632,9.32
2016-08-28,Bitcoin,9089312768,90.66
2016-08-28,Dogecoin,24257422,0.24
2016-08-28,Ethereum,911883264,9.10
2016-08-29,Bitcoin,9093421056,90.63
2016-08-29,Dogecoin,23844936,0.24
2016-08-29,Ethereum,916781184,9.14
2016-08-30,Bitcoin,9148340224,90.48
2016-08-30,Dogecoin,24683950,0.24
2016-08-30,Ethereum,937596544,9.27
2016-08-31,Bitcoin,9117106176,90.12
2016-08-31,Dogecoin,24877636,0.25
2016-08-31,Ethereum,975003136,9.64
2016-09-01,Bitcoin,9067854848,89.83
2016-09-01,Dogecoin,24550252,0.24
2016-09-01,Ethereum,1002322688,9.93
2016-09-02,Bitcoin,9120159744,89.79
2016-09-02,Dogecoin,24873060,0.24
2016-09-02,Ethereum,1012583488,9.97
2016-09-03,Bitcoin,9480380416,90.39
2016-09-03,Dogecoin,25024976,0.24
2016-09-03,Ethereum,983336320,9.38
2016-09-04,Bitcoin,9646846976,90.59
2016-09-04,Dogecoin,24926696,0.23
2016-09-04,Ethereum,977118528,9.18
2016-09-05,Bitcoin,9615468544,90.53
2016-09-05,Dogecoin,25019862,0.24
2016-09-05,Ethereum,980599488,9.23
2016-09-06,Bitcoin,9677436928,90.60
2016-09-06,Dogecoin,25507260,0.24
2016-09-06,Ethereum,978635264,9.16
2016-09-07,Bitcoin,9743676416,90.75
2016-09-07,Dogecoin,25637772,0.24
2016-09-07,Ethereum,967186176,9.01
2016-09-08,Bitcoin,9931412480,91.06
2016-09-08,Dogecoin,24153960,0.22
2016-09-08,Ethereum,950629696,8.72
2016-09-09,Bitcoin,9877681152,90.80
2016-09-09,Dogecoin,24410792,0.22
2016-09-09,Ethereum,976718528,8.98
2016-09-10,Bitcoin,9889124352,90.45
2016-09-10,Dogecoin,24102152,0.22
2016-09-10,Ethereum,1020331776,9.33
2016-09-11,Bitcoin,9624022016,90.59
2016-09-11,Dogecoin,23981364,0.23
2016-09-11,Ethereum,976259328,9.19
2016-09-12,Bitcoin,9649385472,90.42
2016-09-12,Dogecoin,23969778,0.22
2016-09-12,Ethereum,998057792,9.35
2016-09-13,Bitcoin,9666424832,90.42
2016-09-13,Dogecoin,23879612,0.22
2016-09-13,Ethereum,1000535936,9.36
2016-09-14,Bitcoin,9690463232,90.43
2016-09-14,Dogecoin,23910726,0.22
2016-09-14,Ethereum,1001301312,9.34
2016-09-15,Bitcoin,9635571712,90.36
2016-09-15,Dogecoin,24727552,0.23
2016-09-15,Ethereum,1002844864,9.40
2016-09-16,Bitcoin,9633710080,89.90
2016-09-16,Dogecoin,26565160,0.25
2016-09-16,Ethereum,1055235456,9.85
2016-09-17,Bitcoin,9619198976,89.80
2016-09-17,Dogecoin,25075278,0.23
2016-09-17,Ethereum,1067645120,9.97
2016-09-18,Bitcoin,9682008064,90.04
2016-09-18,Dogecoin,25462906,0.24
2016-09-18,Ethereum,1045462848,9.72
2016-09-19,Bitcoin,9672709120,89.50
2016-09-19,Dogecoin,24987022,0.23
2016-09-19,Ethereum,1109717760,10.27
2016-09-20,Bitcoin,9659269120,88.63
2016-09-20,Dogecoin,24636522,0.23
2016-09-20,Ethereum,1214629760,11.14
2016-09-21,Bitcoin,9483210752,88.90
2016-09-21,Dogecoin,24549348,0.23
2016-09-21,Ethereum,1159365888,10.87
2016-09-22,Bitcoin,9470698496,89.26
2016-09-22,Dogecoin,24147922,0.23
2016-09-22,Ethereum,1115922944,10.52
2016-09-23,Bitcoin,9575631872,89.30
2016-09-23,Dogecoin,23816394,0.22
2016-09-23,Ethereum,1123430784,10.48
2016-09-24,Bitcoin,9573385216,89.61
2016-09-24,Dogecoin,24023578,0.22
2016-09-24,Ethereum,1085651072,10.16
2016-09-25,Bitcoin,9546132480,89.43
2016-09-25,Dogecoin,23848220,0.22
2016-09-25,Ethereum,1104901504,10.35
2016-09-26,Bitcoin,9661922304,89.73
2016-09-26,Dogecoin,24340022,0.23
2016-09-26,Ethereum,1081884928,10.05
2016-09-27,Bitcoin,9633311744,89.50
2016-09-27,Dogecoin,24165302,0.22
2016-09-27,Ethereum,1105565440,10.27
2016-09-28,Bitcoin,9611532288,89.35
2016-09-28,Dogecoin,24288350,0.23
2016-09-28,Ethereum,1120893440,10.42
2016-09-29,Bitcoin,9627901952,89.51
2016-09-29,Dogecoin,24493910,0.23
2016-09-29,Ethereum,1104310016,10.27
2016-09-30,Bitcoin,9693198336,89.46
2016-09-30,Dogecoin,24963476,0.23
2016-09-30,Ethereum,1117517440,10.31
2016-10-01,Bitcoin,9761887232,89.56
2016-10-01,Dogecoin,24762146,0.23
2016-10-01,Ethereum,1113568512,10.22
2016-10-02,Bitcoin,9713776640,89.49
2016-10-02,Dogecoin,24472566,0.23
2016-10-02,Ethereum,1116323072,10.28
2016-10-03,Bitcoin,9734619136,89.33
2016-10-03,Dogecoin,24834502,0.23
2016-10-03,Ethereum,1138142208,10.44
2016-10-04,Bitcoin,9705099264,89.42
2016-10-04,Dogecoin,24365962,0.22
2016-10-04,Ethereum,1123727872,10.35
2016-10-05,Bitcoin,9743019008,89.62
2016-10-05,Dogecoin,24780416,0.23
2016-10-05,Ethereum,1103736576,10.15
2016-10-06,Bitcoin,9752315904,89.76
2016-10-06,Dogecoin,23734078,0.22
2016-10-06,Ethereum,1088798976,10.02
2016-10-07,Bitcoin,9818600448,89.95
2016-10-07,Dogecoin,24201628,0.22
2016-10-07,Ethereum,1073405248,9.83
2016-10-08,Bitcoin,9851461632,90.29
2016-10-08,Dogecoin,23978036,0.22
2016-10-08,Ethereum,1035883200,9.49
2016-10-09,Bitcoin,9815156736,90.37
2016-10-09,Dogecoin,24254552,0.22
2016-10-09,Ethereum,1022264064,9.41
2016-10-10,Bitcoin,9851764736,90.60
2016-10-10,Dogecoin,24227358,0.22
2016-10-10,Ethereum,997363904,9.17
2016-10-11,Bitcoin,10204215296,90.87
2016-10-11,Dogecoin,24490818,0.22
2016-10-11,Ethereum,1000308736,8.91
2016-10-12,Bitcoin,10127644672,90.71
2016-10-12,Dogecoin,23969248,0.21
2016-10-12,Ethereum,1013248320,9.08
2016-10-13,Bitcoin,10138079232,90.69
2016-10-13,Dogecoin,24133742,0.22
2016-10-13,Ethereum,1016169792,9.09
2016-10-14,Bitcoin,10196303872,90.76
2016-10-14,Dogecoin,24123144,0.21
2016-10-14,Ethereum,1014456192,9.03
2016-10-15,Bitcoin,10169814016,90.70
2016-10-15,Dogecoin,23892078,0.21
2016-10-15,Ethereum,1018683008,9.09
2016-10-16,Bitcoin,10218348544,90.76
2016-10-16,Dogecoin,23706842,0.21
2016-10-16,Ethereum,1016373312,9.03
2016-10-17,Bitcoin,10180488192,90.69
2016-10-17,Dogecoin,23521886,0.21
2016-10-17,Ethereum,1021302720,9.10
2016-10-18,Bitcoin,10162029568,90.27
2016-10-18,Dogecoin,23541350,0.21
2016-10-18,Ethereum,1071362752,9.52
2016-10-19,Bitcoin,10044471296,90.56
2016-10-19,Dogecoin,23284538,0.21
2016-10-19,Ethereum,1023599488,9.23
2016-10-20,Bitcoin,10050853888,90.51
2016-10-20,Dogecoin,23550834,0.21
2016-10-20,Ethereum,1030522240,9.28
2016-10-21,Bitcoin,10083502080,90.48
2016-10-21,Dogecoin,23266020,0.21
2016-10-21,Ethereum,1037420160,9.31
2016-10-22,Bitcoin,10474463232,90.87
2016-10-22,Dogecoin,23788434,0.21
2016-10-22,Ethereum,1028949824,8.93
2016-10-23,Bitcoin,10472100864,90.89
2016-10-23,Dogecoin,23592544,0.20
2016-10-23,Ethereum,1026301248,8.91
2016-10-24,Bitcoin,10420468736,90.89
2016-10-24,Dogecoin,23333712,0.20
2016-10-24,Ethereum,1020971968,8.91
2016-10-25,Bitcoin,10482565120,91.31
2016-10-25,Dogecoin,23381750,0.20
2016-10-25,Ethereum,973991744,8.48
2016-10-26,Bitcoin,10813913088,91.48
2016-10-26,Dogecoin,23038712,0.19
2016-10-26,Ethereum,984429120,8.33
2016-10-27,Bitcoin,10974828544,91.61
2016-10-27,Dogecoin,23145148,0.19
2016-10-27,Ethereum,982033792,8.20
2016-10-28,Bitcoin,10997420032,91.89
2016-10-28,Dogecoin,23049630,0.19
2016-10-28,Ethereum,946972480,7.91
2016-10-29,Bitcoin,11394596864,92.56
2016-10-29,Dogecoin,23776090,0.19
2016-10-29,Ethereum,892565760,7.25
2016-10-30,Bitcoin,11194834944,91.95
2016-10-30,Dogecoin,23840400,0.20
2016-10-30,Ethereum,956007424,7.85
2016-10-31,Bitcoin,11181851648,92.06
2016-10-31,Dogecoin,23498782,0.19
2016-10-31,Ethereum,940578240,7.74
2016-11-01,Bitcoin,11642863616,92.50
2016-11-01,Dogecoin,23579430,0.19
2016-11-01,Ethereum,921057472,7.32
2016-11-02,Bitcoin,11820110848,92.61
2016-11-02,Dogecoin,23488686,0.18
2016-11-02,Ethereum,920236992,7.21
2016-11-03,Bitcoin,10989660160,92.06
2016-11-03,Dogecoin,23179292,0.19
2016-11-03,Ethereum,924716672,7.75
2016-11-04,Bitcoin,11222576128,92.02
2016-11-04,Dogecoin,23424698,0.19
2016-11-04,Ethereum,949862016,7.79
2016-11-05,Bitcoin,11226736640,92.07
2016-11-05,Dogecoin,23725356,0.19
2016-11-05,Ethereum,942653952,7.73
2016-11-06,Bitcoin,11357385728,92.24
2016-11-06,Dogecoin,23631366,0.19
2016-11-06,Ethereum,931947456,7.57
2016-11-07,Bitcoin,11224671232,92.18
2016-11-07,Dogecoin,25522330,0.21
2016-11-07,Ethereum,926761408,7.61
2016-11-08,Bitcoin,11333339136,92.24
2016-11-08,Dogecoin,24493010,0.20
2016-11-08,Ethereum,929246784,7.56
2016-11-09,Bitcoin,11548965888,92.48
2016-11-09,Dogecoin,24484628,0.20
2016-11-09,Ethereum,914292096,7.32
2016-11-10,Bitcoin,11426817024,92.49
2016-11-10,Dogecoin,24374714,0.20
2016-11-10,Ethereum,903380032,7.31
2016-11-11,Bitcoin,11442241536,92.65
2016-11-11,Dogecoin,24230442,0.20
2016-11-11,Ethereum,883565440,7.15
2016-11-12,Bitcoin,11262273536,92.81
2016-11-12,Dogecoin,23534462,0.19
2016-11-12,Ethereum,848509376,6.99
2016-11-13,Bitcoin,11215180800,92.63
2016-11-13,Dogecoin,24094780,0.20
2016-11-13,Ethereum,868038272,7.17
2016-11-14,Bitcoin,11271073792,92.75
2016-11-14,Dogecoin,23852056,0.20
2016-11-14,Ethereum,856753344,7.05
2016-11-15,Bitcoin,11377925120,92.65
2016-11-15,Dogecoin,23707518,0.19
2016-11-15,Ethereum,878653056,7.15
2016-11-16,Bitcoin,11900441600,93.05
2016-11-16,Dogecoin,23631268,0.18
2016-11-16,Ethereum,865349952,6.77
2016-11-17,Bitcoin,11850398720,93.06
2016-11-17,Dogecoin,23920780,0.19
2016-11-17,Ethereum,859814336,6.75
2016-11-18,Bitcoin,12021433344,93.48
2016-11-18,Dogecoin,23282182,0.18
2016-11-18,Ethereum,815806848,6.34
2016-11-19,Bitcoin,12023263232,93.36
2016-11-19,Dogecoin,23555622,0.18
2016-11-19,Ethereum,832183872,6.46
2016-11-20,Bitcoin,11695081472,93.23
2016-11-20,Dogecoin,23392330,0.19
2016-11-20,Ethereum,825305280,6.58
2016-11-21,Bitcoin,11827902464,93.27
2016-11-21,Dogecoin,23761952,0.19
2016-11-21,Ethereum,829190400,6.54
2016-11-22,Bitcoin,12022735872,93.19
2016-11-22,Dogecoin,23988312,0.19
2016-11-22,Ethereum,854053504,6.62
2016-11-23,Bitcoin,11916054528,93.18
2016-11-23,Dogecoin,23382362,0.18
2016-11-23,Ethereum,849020672,6.64
2016-11-24,Bitcoin,11848658944,93.53
2016-11-24,Dogecoin,23338934,0.18
2016-11-24,Ethereum,796538432,6.29
2016-11-25,Bitcoin,11871816704,93.43
2016-11-25,Dogecoin,23595380,0.19
2016-11-25,Ethereum,811553920,6.39
2016-11-26,Bitcoin,11772896256,93.42
2016-11-26,Dogecoin,23419240,0.19
2016-11-26,Ethereum,805474176,6.39
2016-11-27,Bitcoin,11720648704,93.61
2016-11-27,Dogecoin,23280830,0.19
2016-11-27,Ethereum,777313920,6.21
2016-11-28,Bitcoin,11782628352,93.81
2016-11-28,Dogecoin,23318708,0.19
2016-11-28,Ethereum,753971456,6.00
2016-11-29,Bitcoin,11780661248,94.17
2016-11-29,Dogecoin,23197820,0.19
2016-11-29,Ethereum,706651200,5.65
2016-11-30,Bitcoin,11943536640,93.98
2016-11-30,Dogecoin,22940550,0.18
2016-11-30,Ethereum,742664768,5.84
2016-12-01,Bitcoin,12122431488,94.14
2016-12-01,Dogecoin,22962292,0.18
2016-12-01,Ethereum,731254336,5.68
2016-12-02,Bitcoin,12462935040,94.72
2016-12-02,Dogecoin,23151254,0.18
2016-12-02,Ethereum,671587264,5.10
2016-12-03,Bitcoin,12355811328,94.57
2016-12-03,Dogecoin,23225588,0.18
2016-12-03,Ethereum,685808128,5.25
2016-12-04,Bitcoin,12400765952,94.89
2016-12-04,Dogecoin,23213390,0.18
2016-12-04,Ethereum,644685696,4.93
2016-12-05,Bitcoin,12159116288,95.19
2016-12-05,Dogecoin,23019112,0.18
2016-12-05,Ethereum,591026560,4.63
2016-12-06,Bitcoin,12249086976,94.56
2016-12-06,Dogecoin,22756302,0.18
2016-12-06,Ethereum,682013440,5.26
2016-12-07,Bitcoin,12313376768,94.26
2016-12-07,Dogecoin,22935890,0.18
2016-12-07,Ethereum,726702400,5.56
2016-12-08,Bitcoin,12357837824,94.37
2016-12-08,Dogecoin,23003642,0.18
2016-12-08,Ethereum,713877376,5.45
2016-12-09,Bitcoin,12390862848,94.25
2016-12-09,Dogecoin,22781380,0.17
2016-12-09,Ethereum,732836288,5.57
2016-12-10,Bitcoin,12421967872,94.46
